"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Using Big Data Analytics to Create a Predictive Model for Joint Strike Fighter","R. Norman; J. Bolin; E. T. Powell; S. Amin; J. Nacker","Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Joint Strike Fighter Program Office (JPO), Naval Air Systems Command (NAVAIR), Arlington, VA; Joint Strike Fighter Program Office (JPO), Naval Air Systems Command (NAVAIR), Arlington, VA",2018 IEEE International Conference on Big Data (Big Data),"24 Jan 2019","2018","","","3590","3596","The amount of information needed to acquire knowledge on today's acquisition systems is growing exponentially due to more complex, higher resolution, software-intensive acquisition systems that need to operate in System-of-Systems (SoS), Family-of-Systems (FoS), Joint, and Coalition environments. Unfortunately, the tools and methods necessary to rapidly collect, aggregate, and analyze this information have not evolved as a whole in conjunction with this increased system complexity and, therefore, has made analysis and evaluation increasingly deficient and ineffective. The Test Resource Management Center's (TRMC's) vision is to build a DoD test and evaluation (T&E) knowledge management (KM) and analysis capability that leverages commercial big data analysis and cloud computing technologies to improve evaluation quality and reduce decision-making time. An evaluation revolution, starting with the Joint Strike Fighter (JSF) program, is underway to ensure the T&E community can support the demands of next-generation weapon systems.The true product of T&E is knowledge ascertained through the collection of information about a system or item under test. However, the T&E community's ability to provide this knowledge is hampered by more complex systems, more complex environments, and the need to be more agile in support of strategic initiatives, such as agile acquisition and the 3rd Offset Strategy. This increased complexity and need for speed cause delayed analysis and problems that go undetected during T&E. The primary reason for these shortfalls is antiquated tools and processes that make data hard to locate, aggregate, and convert into knowledge. In short, DoD has not evolved its evaluation infrastructure as its weapon systems have evolved.Conversely, commercial entities, such as medical observation and diagnosis, electric power distribution, retail, and industrial manufacturing, have embraced agility in their methodologies while modernizing analytics capabilities to keep up with the massive influx of data. Raw physical sensors could provide data, higher-quality image or video cameras, radio frequency identification (RFID) devices, faster data collectors, more detailed point-of-sale information or digitized records, and ultimately is providing more data to analysts in size and complexity than ever before. As more data has become available, an interrelated phenomenon is the desire of analysts to ask more detailed questions about their consumers and their business infrastructure. To drive the process of implementing big data analytics, businesses have begun establishing analytics centers which either take pre-defined business cases and apply methods to address them or implement existing knowledge within the data architecture to create a higher level of awareness to business groups or the company at-large. To meet these demands, data storage and computation architectures have become more sophisticated, dozens of technologies were developed for large-scale processing (such as Apache Hadoop or GreenPlum), and streaming architectures which allow data to be processed and actioned on in real-time as it is collected have become commonplace. The net result of these commercial best practices is a solid foundation for the DoD to transform how it uses data to achieve faster, better, and smarter decisions throughout the acquisition lifecycle.","","978-1-5386-5035-6","10.1109/BigData.2018.8622388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622388","Big Data;Data Analytics;Knowledge Management;Data Management;Virtualization;Cloud Computing;Predictive Maintainance;Department of Defense;Test and Evaluation","Big Data;Knowledge management;Tools;US Department of Defense;Cloud computing;Computer architecture;Data analysis","","5","","0","IEEE","24 Jan 2019","10-13 Dec. 2018","10-13 Dec. 2018","IEEE","IEEE Conferences"
"A prototype of healthcare big data processing system based on Spark","W. Liu; Q. Li; Y. Cai; Y. Li; X. Li","Research Center for Biomedical Information Technology, Shenzhen Institutes of Advanced Technology, CAS, Shenzhen, China; Research Center for Biomedical Information Technology, Shenzhen Institutes of Advanced Technology, CAS, Shenzhen, China; Research Center for Biomedical Information Technology, Shenzhen Institutes of Advanced Technology, CAS, Shenzhen, China; Research Center for Biomedical Information Technology, Shenzhen Institutes of Advanced Technology, CAS, Shenzhen, China; School of Software, Nanchang University, Nanchang, China",2015 8th International Conference on Biomedical Engineering and Informatics (BMEI),"11 Feb 2016","2015","","","516","520","With many theoretical and technological obstacles in health big data processing, it is hard to transfer data into successful and valuable applications. Meeting the Challenge of handling big data in healthcare information construction procedure, this paper proposes a referential architecture on the platform solution to overcome the problems in tremendous of healthcare big data process. Based on the proposed architecture a prototype has been built for healthcare big data analysis. Taking statistical analysis in administrator decide supporting service as an example, this paper tests the running performance and demonstrating effect of the prototype system for healthcare big data processing based on Spark.","","978-1-5090-0022-7","10.1109/BMEI.2015.7401559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7401559","healthcare big data;architecture;data visualization;Spark","Decision support systems;Biomedical engineering;Informatics;US Department of Defense","","8","","18","IEEE","11 Feb 2016","14-16 Oct. 2015","14-16 Oct. 2015","IEEE","IEEE Conferences"
"A Systems Approach to the Digital Transformation of Military Installation Planning","H. Y. Bastian; M. M. Mitchell; R. K. Buchanan; S. Wolters; J. Richards; P. R. Ables","Dept. of Systems Eng, ORCEN United States Military Academy, NY, USA; Information Technology Laboratory, Engineer Research & Dev. Center, Vicksburg, MS, USA; Information Technology Laboratory, Engineer Research & Dev. Center, Vicksburg, MS, USA; Environmental Laboratory, Engineer Research & Dev. Center, Vicksburg, MS, USA; Information Technology Laboratory, Engineer Research & Dev. Center, Vicksburg, MS, USA; Information Technology Laboratory, Engineer Research & Dev. Center, Vicksburg, MS, USA",2025 IEEE International systems Conference (SysCon),"30 May 2025","2025","","","1","3","Data has become increasingly crucial for decisionmaking and analysis across the United States (US) government in a complex world with evolving risks. The volume, velocity, and variety of data collected by installations require more effort to understand and synthesize the various types of data. For military installations to modernize and mitigate current and future threats, they need to revolutionize installation master planning. Installation master planning is the process of planning to develop land, facilities, and infrastructure while ensuring sustainability, efficient use of resources, and risk management. PLANNER is designed to digitize and operationalize integrated installation planning, automating data collection and organization to reduce the workforce required by master planners, environmental planners, and energy managers by accessing multiple data sources through the data lake provided by the Virtual Toolbox for Installation Mission Effectiveness (VTIME). It applies a comprehensive systems approach to identify and acquire the relevant data sources required for risk and resilience analysis, provides a single place to access and analyze the data, and provides decision support in near real-time.","2472-9647","979-8-3315-0818-0","10.1109/SysCon64521.2025.11014865","United States Military Academy; Department of Defense; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014865","PLANNER;VTIME;Installation Resilience;Data Mapping;Risk Analysis","Soft sensors;Digital transformation;Government;Data collection;Big Data applications;Real-time systems;Planning;Risk management;Sustainable development;Resilience","","","","6","USGov","30 May 2025","7-10 April 2025","7-10 April 2025","IEEE","IEEE Conferences"
"A Maritime Big Data Framework Integration in a Common Information Sharing Environment","Z. Paladin; N. Kapidani; Ž. Lukšić; T. Nicoletti; M. Moutzouris; A. Blum; A. Astyakopoulos","Administration for Maritime Safety and Port Management, Bar, Montenegro; Administration for Maritime Safety and Port Management, Bar, Montenegro; Administration for Maritime Safety and Port Management, Bar, Montenegro; Engineering I.I., S.p.A., ENG, Milano, Italy; SATWAYS Ltd., Athens, Greece; Secrétariat général de la mer - SGMER, Paris, France; Center for Security Studies, Ministry of Citizen Protection, Athens, Greece","2022 45th Jubilee International Convention on Information, Communication and Electronic Technology (MIPRO)","27 Jun 2022","2022","","","1161","1166","Ensuring a high level of vessel traffic surveillance and maritime safety is determined by exploiting innovative ICT technologies and international cooperation among maritime authorities. Therefore, initiatives for maritime surveillance, global and regional integrations are realised through a collaborative, cost-effective and interoperable Common Information Sharing Environment (CISE). Consisting of the institutional network of maritime authorities that cooperate on various domains like safety, border control, environmental and rescue missions at sea, CISE enables the efficient transfer and economic exchange of maritime data and information via different interoperable systems using modern digital technologies. The ever-increasing amount of data received from heterogeneous data sources requires specific processing through the adoption of a Big Data framework which hosts, manages and distributes data to maritime users, contributing with great overall benefits to the CISE network core functionality. Specifically, this paper analyses the advantages of the Data Lake infrastructure, including its processes, techniques, tools and applications used to enhance maritime surveillance and safety across the CISE network. This part contains the deployment and interoperability achieved through the components of the participating command and control (C2) systems. Last, as a case study, an overview of the EU project EFFECTOR is provided which aims to demonstrate an end-to-end interoperability framework of data-driven solutions for maritime situational awareness at strategic and tactical operations.","2623-8764","978-953-233-103-5","10.23919/MIPRO55190.2022.9803777","Research Executive Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9803777","Big Data;CISE;Data Lake;maritime safety","Economics;Command and control systems;Surveillance;Collaboration;Information sharing;Traffic control;Big Data applications","","6","","22","","27 Jun 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"An Advanced Sustainment Modeling Approach for Global Defense Data Architecture","V. V. Suthar","Raytheon, Integrated Defense Systems 1001 Boston Post Road E, Marlborough, Massachusetts, USA",2020 Annual Reliability and Maintainability Symposium (RAMS),"31 Jul 2020","2020","","","1","4","Summary & Conclusions: The traditional methodology of collecting critical sustainment data through isolated databases allows users to pull data on-demand; however, this requires manual efforts to merge data to see it in meaningful ways. Hence, this approach does not provide data at the point of need to satisfy warfighter demand. This weakness is due to having various disparate databases across the globe. This approach makes it difficult for an individual to perform analyses that influence support decisions related to the Integrated Logistics Support (ILS) elements as shown in Figure 1 below. Figure 1Integrated Logistics Support Elements1Raytheon employs Model-based Systems Engineering techniques to the Advanced Sustainment Model (ASM) architecture. ASM centralizes, optimizes and automates the collection and distribution of critical sustainment related data across a range of Prime Mission Systems Integrators, Government Logisticians, Original Equipment Manufacturers (OEM) and end-user consumers. The ASM architecture focuses on a software toolkit that runs on user-provided hardware and datalink infrastructure.","2577-0993","978-1-7281-3690-5","10.1109/RAMS48030.2020.9153659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9153659","","Real-time systems;Tools;Maintenance engineering;Logistics;Modeling;Computer architecture;Training","","1","","2","IEEE","31 Jul 2020","27-30 Jan. 2020","27-30 Jan. 2020","IEEE","IEEE Conferences"
"Exposing Military Sensor Data using SpatioTemporal Asset Catalog (STAC)","S. E. Rustad; B. J. Hansen; M. G. Bjørndal; T. Haugen","Sensor and Surveillance Systems Division, Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Strategic Analyses and Joint Systems Division, Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Sensor and Surveillance Systems Division, Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Sensor and Surveillance Systems Division, Norwegian Defence Research Establishment (FFI), Kjeller, Norway",2023 International Conference on Military Communications and Information Systems (ICMCIS),"20 Sep 2023","2023","","","1","7","Providing relevant sensor data for military decision makers to build and maintain their situational awareness is a persistent problem, preventing proper utilization of collected sensor data. In this paper, we propose to mitigate this by using a data lake solution controlled by a data catalog modelling its metadata according to SpatioTemporal Asset Catalog (STAC), a specification from the satellite imagery community. The feasibility of this setup is illustrated by a military maritime use case backed by an experimental sensor data infrastructure.","","979-8-3503-4385-4","10.1109/ICMCIS59922.2023.10253573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10253573","data catalog;data lake;metadata;sensor data","Military communication;Metadata;Big Data applications;Spatiotemporal phenomena;Satellite images;Information systems","","3","","28","IEEE","20 Sep 2023","16-17 May 2023","16-17 May 2023","IEEE","IEEE Conferences"
"Research on Automation System of IoT Data Access Architecture for Power Transmission and Transformation Big Data Platform","Z. Liang; C. Yao; Y. Wang; W. Shen; J. Zhang","Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China",2024 4th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS),"13 Aug 2024","2024","","","483","487","This paper presents a secure terminal architecture for power system big data. This paper analyzes the structure of the system in detail from three aspects: user layer, big data analysis layer and terminal collection layer. The architecture of information security terminal is used to complete the overall architecture of the system. In addition, it uses database firewall, database management backup, access control and password management mechanism to complete the design of database security defense mechanism, so that the disaster recovery radius can be improved, so that the fault can be effectively eliminated. Through the bidirectional cooperation of data flow and service flow, the cooperation of bidirectional data flow and service flow from bottom up and top down is realized, and the extensive and deep value mining of client data is finally realized. Experiments show that the system can effectively reduce the fault diagnosis cycle of the system, speed up the diagnosis efficiency of the system, and ensure the information security of the system.","","979-8-3503-5998-5","10.1109/ACCTCS61748.2024.00091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10612921","Transmission and transformation data;Internet of Things;data architecture;automated system","Substations;Power measurement;Databases;Information security;Power transmission;Production;Passwords","","","","9","IEEE","13 Aug 2024","24-26 Feb. 2024","24-26 Feb. 2024","IEEE","IEEE Conferences"
"A Big Data Architecture for Security Data and Its Application to Phishing Characterization","P. H. B. Las-Casas; V. S. Dias; W. Meira; D. Guedes","Computer Science Department, Universidade Federal de Minas Gerais; Computer Science Department, Universidade Federal de Minas Gerais; Computer Science Department, Universidade Federal de Minas Gerais; Computer Science Department, Universidade Federal de Minas Gerais","2016 IEEE 2nd International Conference on Big Data Security on Cloud (BigDataSecurity), IEEE International Conference on High Performance and Smart Computing (HPSC), and IEEE International Conference on Intelligent Data and Security (IDS)","4 Jul 2016","2016","","","36","41","As the Internet grows, cybersecurity problems also arise. Different types of malicious activities have been explored by attackers. However, the existent defense mechanisms are not able to completely end the malicious threats, perpetuating this continuous arms race. The development of applications to mitigate those threats presents some complicating factors such as the growth in the amount of data, and the variety of data, that can come from different sources. In this paper we present an architecture built on top of Big Data frameworks that aims to mitigate cybersecurity problems such as spam and phishing and we show how it is being used to study spam and phishing collected using a global honeynet.","","978-1-5090-2403-2","10.1109/BigDataSecurity-HPSC-IDS.2016.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7502261","architecture;cybersecurity;spam;phishing;hadoop;spark","Sparks;Big data;Computer architecture;Computer security;Electronic mail;Scalability","","12","","13","IEEE","4 Jul 2016","9-10 April 2016","9-10 April 2016","IEEE","IEEE Conferences"
"CRISIS: Integrating AIS and Ocean Data Streams Using Semantic Web Standards for Event Detection","A. Soares; R. Dividino; F. Abreu; M. Brousseau; A. W. Isenor; S. Webb; S. Matwin","Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Defence Research and Development Canada (DRDC), Halifax, Nova Scotia; Defence Research and Development Canada (DRDC), Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia",2019 International Conference on Military Communications and Information Systems (ICMCIS),"19 Sep 2019","2019","","","1","7","Information deluge is still an issue in the maritime environment, creating situations where data are sometimes underutilized or in more extreme cases, not utilized, in the decision-making process. In part, this is due to the high volume of incoming data that are available to the operational community. However, better exploitation of these data streams can be accomplished through techniques that focus on the semantics of the incoming stream, to discover information-based alerts that generate knowledge that is only obtainable when considering the totality of the streams. In this paper, we present an agile data architecture for real-time data representation, integration, and querying situations over heterogeneous data streams using Semantic Web Technologies, with the goal of improved knowledge interoperability. We apply the framework to the maritime ship traffic domain to discover real-time traffic alerts by querying and reasoning across multiple streams.","","978-1-5386-9383-4","10.1109/ICMCIS.2019.8842749","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8842749","","Marine vehicles;Semantics;Real-time systems;Ontologies;Standards;Resource description framework","","22","","26","Crown","19 Sep 2019","14-15 May 2019","14-15 May 2019","IEEE","IEEE Conferences"
"An Adaptive RPC Mechanism for Performance and Node Fault Tolerance Optimization in HDFS","J. Zhang; Z. Shu; L. Luo","School of Computer & Communication Engineering, Changsha University of Science & Technology, Changsha, China; School of Computer & Communication Engineering, Changsha University of Science & Technology, Changsha, China; Science and Technology on Information Systems Engineering Laboratory, School of Systems Engineering, National University of Defense Technology, Changsha, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","28 Mar 2023","2022","","","1789","1794","With the rapid development and evolution of information technologies, the big data industry has been experiencing exponential explosive data growth. Since the huge business and research value behind the large-scale data, big data technology has become one of the hotest research fields in academia and industry. To the big data, storing and processing the data is core function of the file systems. Hadoop Distributed File System (HDFS) is the most typical distributed big data architecture, which has the characteristics of high reliability, high fault tolerance, and low hardware cost. HDFS provides the efficient task implementation and fault tolerance among nodes by Remote Procedure Call (RPC) mechanism. However, the traditional RPC mechanism has remarkable defects with the fixed timing method, and cannot quickly establish the relationship between node downtime and network congestion. In this paper, we propose an improved adaptive RPC mechanism for node fault tolerance and performance. The proposed method classifies nodes by the data block access statistic, and dynamically adjusts the RPC interval time. This method can be used to reduce the networking traffic and processing pressure of NameNode nodes, and improve the I/O and task performance. Through the node classification, an inrack method is used to achieve better performance on fault tolerance. Eventually, we design the extensive experiments to evaluate the proposed method, and experimental results show it improves the performance compared with state-of-the-art method.","","979-8-3503-1993-4","10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00270","National Natural Science Foundation of China(grant numbers:62172058); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074913","Hadoop Distributed File System;Remote Procedure Call;Task Performance;Fault Tolerance","Industries;Fault tolerance;Adaptive systems;Heart beat;File systems;System performance;Fault tolerant systems","","2","","15","IEEE","28 Mar 2023","18-20 Dec. 2022","18-20 Dec. 2022","IEEE","IEEE Conferences"
