"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Big Data Architecture: Designing the Right Solution for Social Network Analysis","I. Agbo; A. Kupriyanov; I. Rytsarev","Department of Technical Cybernetics, Samara National Research University, Samara, Russia; Department of Technical Cybernetics, Samara National Research University, Samara, Russia; Department of Technical Cybernetics, Samara National Research University, Samara, Russia",2020 8th International Symposium on Digital Forensics and Security (ISDFS),"15 Jun 2020","2020","","","1","5","This paper highlights the link between social networks and Big Data, which is generated by its users and how the generated data is used by businesses to improve their products and services as well as to increase their profits. It goes on to give a concise overview of Big Data architecture, the various components involved, challenges faced when developing solutions, the process of retrieving, storing and processing datasets as well as recommendations to follow when designing architectures geared towards social network analysis.","","978-1-7281-6939-2","10.1109/ISDFS49300.2020.9116274","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9116274","big data;NOSQL;big data architecture;social networks;social network analysis","Social networking (online);Digital forensics;Big Data;Security;Business","","1","","23","IEEE","15 Jun 2020","1-2 June 2020","1-2 June 2020","IEEE","IEEE Conferences"
"Cloud Platform with Big Data Architecture for Intelligent Community-based Elderly Care","Y. Ye; Y. Tang; J. Jiang; Q. Wang","Changsha University of Science & Technology, Changsha, China; Changsha University of Science & Technology, Changsha, China; Changsha University of Science & Technology, Changsha, China; Changsha University of Science & Technology, Changsha, China","2025 IEEE International Conference on Computation, Big-Data and Engineering (ICCBE)","28 Nov 2025","2025","","","307","310","The rapid development of information technologies, especially big data technologies, has promoted smart elderly care services. In this study, we introduced a big data architecture consisting of appropriate technology stacks that are conducive to real-time data processing, scalability, and reliability for constructing such a smart elderly care cloud platform. In the architecture, Apache Flink, Apache Kafka, Apache ZooKeeper, and Apache HBase were employed to process large-scale real-time data efficiently. The multi-task cascaded convolutional network algorithm was also utilized for face recognition to provide security and personalized service. The platform processed user behavioral and business data in real-time with a multi-layer real-time data warehouse. Optimal performance was achieved by utilizing MySQL for structured data and HBase for semi-structured data storage. This solution satisfies the functional and non-functional requirements for elderly care and serves as a basis for modelling intelligent elderly care systems to enhance the quality of service.","","979-8-3315-3244-4","10.1109/ICCBE65177.2025.11255983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11255983","smart elderly care;Big data architecture;real-time data processing;face recognition;cloud platform","Face recognition;Scalability;Computer architecture;Quality of service;Big Data;Data warehouses;Data processing;Real-time systems;Security;Older adults","","","","7","IEEE","28 Nov 2025","27-29 June 2025","27-29 June 2025","IEEE","IEEE Conferences"
"Research on Big Data Architecture, Key Technologies and Its Measures","X. Li; F. Zhang; Y. Wang","Nanjing Artillery Academy of the P.L.A., Nanjing, China; Nanjing Artillery Academy of the P.L.A., Nanjing, China; Nanjing Artillery Academy of the P.L.A., Nanjing, China","2013 IEEE 11th International Conference on Dependable, Autonomic and Secure Computing","26 Jun 2014","2013","","","1","4","Big data require exceptional technologies to efficiently process large quantities of data within tolerable elapsed times, such as capture, curation, storage, search, sharing, transfer, analysis and visualization. Concept, features, construction importance, architecture, run mode, and its key technologies of big data are analyzed in this paper. Information sharing and data security under big data constructin are studied, at last, four measures for building big data are putforward, which can provide good decision-making for big data construction.","","978-1-4799-3381-5","10.1109/DASC.2013.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844328","Big data processing;data analysis;data security;data architecture;construction measures","Big data;Training;Cloud computing;Computer architecture;Data mining;Databases","","10","","6","IEEE","26 Jun 2014","21-22 Dec. 2013","21-22 Dec. 2013","IEEE","IEEE Conferences"
"Hierarchical Scalable Data Lake Design for Game Engine","M. Yang; P. Zhou; S. Li; R. Pu","State Key Laboratory of Public Big Data, College of Computer Science and Technology Guizhou University, Guiyang, China; School of Mechanical Engineering, Guizhou University, Guiyang, China; State Key Laboratory of Public Big Data, Guizhou University, Guiyang, China; School of Mechanical Engineering, Guizhou University, Guiyang, China",2022 8th International Conference on Big Data and Information Analytics (BigDIA),"9 Sep 2022","2022","","","360","365","With the rapid development of information technology, people are more and more inseparable from smart devices, and people and devices produce a large amount of data all the time. How to store and analyze massive data has become a research hotspot of the times. However, researchers mainly study the high reliability, high availability, high fault tolerance, high throughput, and high concurrent processing of big data systems, but there are few studies on designing hierarchical and scalable data lakes. In this study, a layered and extensible design of the data lake is carried out, which reduces the complexity of implementing business indicators during data analysis, and at the same time improves code reuse, scalability, development efficiency and code security. In addition, in order to avoid the problem of data accumulation or even job execution failure due to the skew of ip dimension table data, this paper designs the ip dimension table rowkey. This paper designs a set of real-time and offline big data analysis data lake architecture based on game engine and applies it to the actual production environment.","2771-6902","978-1-6654-8796-2","10.1109/BigDIA56350.2022.9874158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874158","Data lake hierarchical scalable design;real-time big data analysis;offline big data analysis;rowkey design","Codes;Scalability;Games;Big Data applications;Throughput;Reliability engineering;Real-time systems","","","","13","IEEE","9 Sep 2022","24-25 Aug. 2022","24-25 Aug. 2022","IEEE","IEEE Conferences"
"Embedding AI and Crowdsourcing in the Big Data Lake","D. E. O'Leary",University of Southern California,IEEE Intelligent Systems,"7 Nov 2014","2014","29","5","70","73","Daniel E. O'Leary examines the notion of the Big Data Lake and contrasts it with decision support-based data warehouses. In addition, some of the risks of the emerging Lake concept that ultimately require data governance are analyzed. O'Leary investigates using different AI and crowdsourcing (human intelligence) applications in that lake in order to integrate disparate data sources, facilitate master data management and analyze data quality. Although data governance often is not seen as a technology issue, it is seen as a critical component of making the Big Data Lake ""work.""","1941-1294","","10.1109/MIS.2014.82","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6949519","Big Data Lake;data warehouses;artificial intelligence;crowdsourcing;data governance;master data management;intelligent systems","Crowdsourcing;Artificial intelligence;Big data;Data warehouses;Decision support systems;Databases;Business","","79","","19","IEEE","7 Nov 2014","Sept.-Oct. 2014","","IEEE","IEEE Magazines"
"The Implication of Data Lake in Enterprises: A Deeper Analytics","J. Singh; G. Singh; B. S. Bhati","Computer Science and Engineering, Chandigarh University, Mohali, India; Computer Science and Engineering, Chandigarh University, Mohali, India; Computer Science and Engineering, Chandigarh University, Mohali, India",2022 8th International Conference on Advanced Computing and Communication Systems (ICACCS),"7 Jun 2022","2022","1","","530","534","Everyday enormous amounts of information are produced from computerized advancements and handling these gigantic complex data requires a decent knowledge on the most proficient method to deal with this data. With a purpose to make the most from this multiform data for determined benefits, the data lake emerge as idea for enhanced adaptability and strong data analytics. Data Lake terminology signify a storage space for storing heterogeneous data, both organized as well as unstructured, bringing about an adaptable association that permits data lake customers incorporate data dynamically which they request. Big Data innovation offer help to enterprises in business intelligence process yet there exists lack of empirical study on utilization of data lake technique in enterprises. This paper gives an exploratory review on data lake implication by portraying its concept, functional architecture, development stages involved and numerous research challenges and direction; which will improve the effective utilization of the data lake approach in enterprises.","2575-7288","978-1-6654-0816-5","10.1109/ICACCS54159.2022.9784986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9784986","Data Lake;Data Lake vs Data Warehouse;Data Lake Research Challenges;Data Lake in Enterprise;Stages for Building Data Lake;Need of Data Lake","Technological innovation;Terminology;Communication systems;Focusing;Computer architecture;Companies;Lakes","","15","","22","IEEE","7 Jun 2022","25-26 March 2022","25-26 March 2022","IEEE","IEEE Conferences"
"Big Data Lakes: Models, Frameworks, and Techniques","A. Cuzzocrea","iDEA Lab, University of Calabria Rende, Italy & LORIA, Nancy, France",2021 IEEE International Conference on Big Data and Smart Computing (BigComp),"10 Mar 2021","2021","","","1","4","Nowadays, big data lakes are prominent components of emerging big data architectures. Basically, big data lakes are the natural evolution of data warehousing systems in the big data context, and deal with several requirements deriving from the well-known 3V nature of big data. Along with the emerging of big data lake research initiative, several issues appeared, such as: (i) big data lake models; (ii) big data lake frameworks; (iii) big data lake techniques. In line with this exciting research perspective, this paper proposes an overview of state-of-the-art approaches that are at the foundations of big data lake research, and innovative open problems and issues, which drive future research directions, on advancing the big data lake research trend.","2375-9356","978-1-7281-8924-6","10.1109/BigComp51126.2021.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9373107","Big Data;Big Data Lakes;Big Data Representation;Big Data Processing;Big Data Analytics","Warehousing;Semantics;Big Data;Lakes;Market research;Data models;Research initiatives","","34","","32","IEEE","10 Mar 2021","17-20 Jan. 2021","17-20 Jan. 2021","IEEE","IEEE Conferences"
"Data Lake: A Case of Study of a Big Data Analytics Architecture for Public Procurements","D. Sosa; J. Paciello","Polytechnic Faculty, National University of Asuncion, Asuncion, Paraguay; Polytechnic Faculty, National University of Asuncion, Asuncion, Paraguay",2021 Eighth International Conference on eDemocracy & eGovernment (ICEDEG),"13 Sep 2021","2021","","","194","198","Big Data technologies are facing problems of volume, velocity, variety and veracity of data, attending to the wide expansion of emerging technologies like IoT and IoE. Cyberocracy proposes a decision-making process of a Government based on the effective use of information. An important effort in this line, focusing on government public procurement, has been carried out by the Open Contracting Partnership (OCP), promoting the publication of more volumes of public procurement data in non-relational and machine processable formats every day. This work analyzes the underlying Big Data infrastructure for the analysis of public procurement data through a comparative case of study between a technology proposed by the OCP called KingFisher and emergent technologies based on Data Lakes.With an emphasis on storage requirements to support a high volume of payloads, also considering criteria of velocity and RAM use. Preliminary results show encouraging findings especially in terms of volume required by a Data Lake, even for different payload scenarios, up to 10 times less storage than the relational database-based model.","2573-1998","978-1-6654-2512-4","10.1109/ICEDEG52154.2021.9530976","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530976","Big Data;IoT;IoE;Data Lake;Cyberocracy;Public Procurements","Procurement;Solid modeling;Government;Decision making;Random access memory;Focusing;Big Data","","2","","17","IEEE","13 Sep 2021","28-30 July 2021","28-30 July 2021","IEEE","IEEE Conferences"
"Cloud DATA LAKE: The new trend of data storage","E. Zagan; M. Danubianu","Faculty of Electrical Engineering and Computer Science, Stefan cel Mare University, Suceava, Romania; Faculty of Electrical Engineering and Computer Science, Stefan cel Mare University, Suceava, Romania","2021 3rd International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)","25 Jun 2021","2021","","","1","4","In databases field, the term Data Lake is increasingly common, which is a new raw data storage technology to undergo further advanced processing and analysis. Today there are for different ways to implement Data Lake architecture, namely: Data Lake On-Premises, Cloud Data Lake, Hybrid Data Lake and Multi-Cloud Data Lake. Each of these architectures has their own advantages and disadvantages, and yet the new trend is to go in Cloud. In this work, we will briefly explain what a Date Lake is, what the for different architectures are, and we will broadly present the major benefits of the Cloud architecture and its shortcomings in order to provide a preliminary guide on the implementation of Data Lake architecture.","","978-1-6654-4058-5","10.1109/HORA52670.2021.9461293","European Social Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461293","Data Lake;Data Lake architecture;Data Lake On-Premises;Cloud Data Lake;Hybrid Data Lake;Multi-Cloud Data Lake","Human computer interaction;Cloud computing;Databases;Data integrity;Memory;Lakes;Market research","","14","","14","IEEE","25 Jun 2021","11-13 June 2021","11-13 June 2021","IEEE","IEEE Conferences"
"Big Data Architecture for Large Organizations","F. N. Ismail; A. Sengupta; S. Amarasoma","Dept. of Mathematics, State University of New York, Buffalo, USA; School of Computing, University of Otago, Dunedin, New Zealand; Ernst & Young Global Delivery Service, Sri Lanka",2025 10th International Conference on Big Data Analytics (ICBDA),"4 Nov 2025","2025","","","27","32","The exponential growth of big data has transformed how large organisations leverage information to drive innovation, optimise processes, and maintain competitive advantages. However, managing and extracting insights from vast, heterogeneous data sources requires a scalable, secure, and well-integrated big data architecture. This paper proposes a comprehensive big data framework that aligns with organisational objectives while ensuring flexibility, scalability, and governance. The architecture encompasses multiple layers, including data ingestion, transformation, storage, analytics, machine learning, and security, incorporating emerging technologies such as Generative AI (GenAI) and low-code machine learning. Cloud-based implementations across Google Cloud, AWS, and Microsoft Azure are analysed, highlighting their tools and capabilities. Additionally, this study explores advancements in big data architecture, including AI-driven automation, data mesh, and Data Ocean paradigms. By establishing a structured, adaptable framework, this research provides a foundational blueprint for large organisations to harness big data as a strategic asset effectively.","2832-3734","979-8-3315-0393-2","10.1109/ICBDA65366.2025.11211062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211062","Big Data;Blueprint;Architecture;Google Cloud;AWS;Microsoft Azure","Technological innovation;Data ingestion;Generative AI;Scalability;Standards organizations;Organizations;Machine learning;Big Data;Internet;Security","","1","","14","IEEE","4 Nov 2025","13-15 March 2025","13-15 March 2025","IEEE","IEEE Conferences"
