"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research and Design of Traffic Information Processing Based on Hadoop Big Data Architecture","R. Niu","Tianjin University of Technology, Tianjin, China",2023 2nd International Conference on Artificial Intelligence and Autonomous Robot Systems (AIARS),"20 Oct 2023","2023","","","162","166","As the information resources in the field of transportation become more and more huge, the traditional processing methods can hardly support the needs of real-time computing, low-latency query and statistical analysis of massive data. In the paper, a design method of intelligent traffic information processing based on Hadoop big data architecture is proposed. By analyzing the application requirements and the current situation in the field of intelligent transportation, the paper investigates the computation mode combined with big data processing technology to collect, process, analyze and utilize multi-user requirements and large-scale and massive traffic data, and realize the sharing and common use of big data, as well as efficient and convenient storage methods and accurate computation methods. In order to provide personalized services to people in a dynamic, timely and accurate manner. The final construction of traffic management, travel reference, monitoring and criminal investigation and other comprehensive, multi-faceted intelligent traffic information processing system.","","979-8-3503-2435-8","10.1109/AIARS59518.2023.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10285238","Big Data;Intelligent Transportation;Hadoop;HBase;Streaming Computing","Information resources;Statistical analysis;Transportation;Information processing;Computer architecture;Big Data;Real-time systems","","","","7","IEEE","20 Oct 2023","29-31 July 2023","29-31 July 2023","IEEE","IEEE Conferences"
"MongoDB in the Era of Big Data Architecture, Opportunities, Challenges, and Future Directions","L. Upadhyay; D. Domadiya","Computer Science M.V.M. College of Com., Mgt., & I.T., Rajkot, India; Computer Science National Computer College, Jamnagar, India",2025 International Conference on Sustainable Energy Technologies and Computational Intelligence (SETCOM),"25 Mar 2025","2025","","","1","5","The emerging field of Big Data analytics has sparked the development and application of several procedures, technologies, structures, and fields by researchers worldwide beneficial to assess the gigantic amount of data which is produced on the daily basis. The enormous volumes of data that comprise “Big Data” are difficult for traditional database management systems to process. The Big Data architecture that can be used to address the issues the Big Data industry is currently facing is described in this paper. We also briefly discussed about the Opportunities as well as Big Data’s Challenges from an Analytical and Storage Perception. An overview and quick comparison of four different kinds of databases have been provided in this document. This study also aims to demonstrate the significance of MongoDB database which provides an efficient means of addressing Big Data issues and potential future developments.","","979-8-3315-2054-0","10.1109/SETCOM64758.2025.10932493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10932493","Big Data;MongoDB;NoSQL;Hadoop;Apache Spark;Cassandra;Traditional RDBMS;Architecture;Sources of Data;Storage of Data;Processing in Batch;Ingestion of Messages in Real Time;Processing in Streams;Data Store based on Analytics;Reporting;Analysis;AI/ML;Orchestration;Opportunities;Challenges;Future Directions","Industries;Memory;Computer architecture;Big Data;Data processing;Real-time systems;Database systems;Complexity theory;Streams;Computational intelligence","","","","18","IEEE","25 Mar 2025","21-23 Feb. 2025","21-23 Feb. 2025","IEEE","IEEE Conferences"
"Big Data Architectures Benchmark for Forecasting Electricity Consumption","H. Daki; A. El Hannani; H. Ouahmane","Laboratory of Information Technologies, National School of Applied Sciences, University of Chouaib Doukkali, El Jadida, Morocco; Laboratory of Information Technologies, National School of Applied Sciences, University of Chouaib Doukkali, El Jadida, Morocco; Laboratory of Information Technologies, National School of Applied Sciences, University of Chouaib Doukkali, El Jadida, Morocco",2020 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications (CloudTech),"2 Mar 2021","2020","","","1","6","Now a day, educational institutions present one of the highest power consuming sector due to their new activities and occupancy pattern. This enormous amount of energy consumption at the university need a huge effort to reduce it. Smart grid is among the efficient solution to save energy and balance supply and demand. For the same purpose, the National School of Applied Sciences of El Jadida-Morocco wants take advantage from smart grid to maintain the balance between energy production and consumption. Despite of all added value of this smart grid solution for the school, it has the issue of managing energy production surplus, because it cannot inject it into Moroccan electrical infrastructure neither store it using storage devices. So, to overcome this challenge the system need to predict electrical consumption to be able to produce exactly the same value. Recently, Big Data contributed very well in analysing electrical consumption data using many tools and advanced techniques. It process, interprets and analyzes huge quantity of data to make it more profitable and valuable. For that reason, the school will take refuge in Big data technology to implement a custom system to predict electrical energy consumption by analyze all factors that influence electrical energy use. In this paper, we propose a benchmark of the main Big Data architectures in the field and that will cover all electrical energy data processing from data collection, data storage, data analytic and data visualization. The aim of this benchmark is to choose the optimal architecture in term of fault tolerance, resource management, data storage and data modelling to forecast electricity consumption in educational institutions.","","978-1-7281-6175-4","10.1109/CloudTech49835.2020.9365912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9365912","Big Data architecture;Lambda architecture;SMACK architecture;Electrical forecasting;Smart grid","Data analysis;Memory;Computer architecture;Big Data;Benchmark testing;Smart grids;Resource management","","","","16","IEEE","2 Mar 2021","24-26 Nov. 2020","24-26 Nov. 2020","IEEE","IEEE Conferences"
"Scalable Analytics Platform for Machine Learning in Smart Production Systems","K. Al-Gumaei; A. Müller; J. N. Weskamp; C. S. Longo; F. Pethig; S. Windmann","Fraunhofer IOSB-INA Fraunhofer Center for Machine Learning, Lemgo, Germany; Fraunhofer IOSB-INA Fraunhofer Center for Machine Learning, Lemgo, Germany; Fraunhofer IOSB-INA Fraunhofer Center for Machine Learning, Lemgo, Germany; University of Modena and Reggio Emilia, Italy; Fraunhofer IOSB-INA Fraunhofer Center for Machine Learning, Lemgo, Germany; Fraunhofer IOSB-INA Fraunhofer Center for Machine Learning, Lemgo, Germany",2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),"17 Oct 2019","2019","","","1155","1162","Manufacturing industry is facing major challenges to meet customer requirements, which are constantly changing. Therefore, products have to be manufactured with efficient processes, minimal interruptions, and low resource consumptions. To achieve this goal, huge amounts of data generated by industrial equipment needs to be managed and analyzed by modern technologies. Since the big data era in manufacturing industry is still at an early stage, there is a need for a reference architecture that incorporates big data and machine learning technologies and aligns with the Industrie 4.0 standards and requirements. In this paper, requirements for designing a scalable analytics platform for industrial data are derived from Industrie 4.0 standards and literature. Based on these requirements, a reference big data architecture for industrial machine learning applications is proposed and compared to related works. Finally, the proposed architecture has been implemented in the Lab Big Data at the SmartFactoryOWL and its scalability and performance have been evaluated on parallel computation of an industrial PCA model. The results show that the proposed architecture is linearly scalable and adaptable to machine learning use cases and will help to improve the industrial automation processes in production systems.","1946-0759","978-1-7281-0303-7","10.1109/ETFA.2019.8869075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8869075","Big Data;Machine Learning;Industrie 4.0;Industrial Automation","Big Data;Industries;Machine learning;Computer architecture;Data models;Tools;Standards","","14","","36","IEEE","17 Oct 2019","10-13 Sept. 2019","10-13 Sept. 2019","IEEE","IEEE Conferences"
"Cardiovascular Disease Prediction Using Machine Learning-Random Forest Technique","M. P; A. M; M. R; R. S","Department of Computer Applications, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of Computer Applications, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; School of Business and Management, Christ University, Bengaluru, Karnataka, India; School of Sciences, Christ University, Bengaluru, Karnataka, India",2024 5th International Conference on Electronics and Sustainable Communication Systems (ICESC),"2 Oct 2024","2024","","","1","6","Cardiovascular diseases (CVDs) pose a significant global health challenge. Early and accurate diagnosis is crucial for effective treatment. This research focuses on developing a robust classification system for CVDs using machine learning techniques. This study proposes an enhanced Random Forest (RF) model optimized for big data environments and explore the potential of CNN-based classification. By leveraging medical imaging data and employing these advanced algorithms, we aim to improve the accuracy and efficiency of CVD diagnosis.","2996-5357","979-8-3503-7994-5","10.1109/ICESC60852.2024.10689896","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10689896","Cardiac Disease Analysis;Convolution Neural Network (CNN);Machine Learning-Random Forest (ML-RF);Deep Learning Algorithm;Big Data Architecture;Image Processing","Support vector machines;Analytical models;Machine learning algorithms;Accuracy;Neural networks;Forestry;Big Data;Data models;Wearable devices;Random forests","","","","26","IEEE","2 Oct 2024","7-9 Aug. 2024","7-9 Aug. 2024","IEEE","IEEE Conferences"
"Data Ingestions as a Service (DIaaS): A Unified Interface for Heterogeneous Data Ingestion, Transformation, and Metadata Management for Data Lake","H. V. Sreepathy; B. Dinesh Rao; M. Kumar Jaysubramanian; B. Deepak Rao","Manipal School of Information Sciences, Manipal Academy of Higher Education, Manipal, India; Manipal School of Information Sciences, Manipal Academy of Higher Education, Manipal, India; Frameworks and Tools, MulticoreWare, Coimbatore, India; Manipal School of Information Sciences, Manipal Academy of Higher Education, Manipal, India",IEEE Access,"29 Oct 2024","2024","12","","156131","156145","Data ingestion tools are critical component of Data Lake. Existing data ingestion tools face challenges of handling large variety, formats, sources of data. There exists void for unified data ingestion interface to handle the above research problems. This study proposes an innovative and integrated framework for data ingestion in a data lake, addressing the challenges posed by heterogeneous data sources, formats, and metadata management. The framework comprises three novel modules: First Unified Data Integration Connectors (UDIC), which provide seamless connectivity and data retrieval capabilities from diverse sources including databases, data warehouses, file systems, cloud storage, and APIs; Second, Adaptive Data Variety Transformation (ADVT), a module that intelligently handles the transformation and processing of structured, semi-structured, and unstructured data types, ensuring efficient ingestion into the data lake; and third, Intelligent Metadata Management (IMM), a module that captures, stores, and manages metadata associated with the ingested data, offering advanced search, discovery, and enrichment functionalities. Comparative study corroborates features offered by the service with existing data ingestion tools to evaluate the novelty and significance of the study. Performance validation shows varying ingestion latencies across different data types: approximately 148.1 microseconds per record for structured data, 234.2 microseconds per record for semi-structured data, 65.6 microseconds per kilobyte (KB) for video data, and 42.7 microseconds per KB for image data. These results underscore the importance of considering data structure and size in optimizing ingestion processes. Overall, this research aims to revolutionize data ingestion in data lake environments by providing a unified solution for handling diverse data sources, formats, and metadata management.","2169-3536","","10.1109/ACCESS.2024.3479736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716380","Data ingestion;data lake;data sources;data formats;unified interface;data ingestion service;big data","Big Data applications;Metadata;Soft sensors;Real-time systems;Organizations;Java;Internet of Things;Relational databases;File systems;Data lakes","","5","","24","CCBYNCND","14 Oct 2024","2024","","IEEE","IEEE Journals"
"A big spatiotemporal streaming data architecture for smart city crisis monitoring using VGI","M. A. Ben Rhaiem; M. Selmi; I. R. Farah; A. Bouzeghoub","RIADI Laboratory, University Manouba, Manouba, Tunisia; RIADI Laboratory, University Manouba, Manouba, Tunisia; RIADI Laboratory, University Manouba, Manouba, Tunisia; Samovar Telecom SudParis, Institut Polytechnique de Paris, Paris",2022 2nd International Conference of Smart Systems and Emerging Technologies (SMARTTECH),"4 Aug 2022","2022","","","107","111","The exponential growth of human activities and the climate change put cities around the world in face of multiple risks and threats that led eventually to the emergence of a new urban model, which is the smart city resilience. Although being equipped with a myriad of connected smart devices and sensors, the smart city is still physically made up of buildings, roads, parks, industrial sites, shopping centers, etc. Therefore, location-based crisis management endorses a geospatial modeling strategy approach for major hazard data management in a smart city. Hence, spatial data remains always at the center of risk management processes. However, smart and resilient cities still strive to solve the imparity between the huge amounts of geospatial data generated mostly in real time in particular geographic user content contributions also known as Volunteered Geographic Information (VGI) and the delayed decision-making. In this paper, we reviewed major studies using VGI in big spatiotemporal data analytics in supporting smart city resilience. Then, we propose a vision of big spatiotemporal data architecture perquisites leveraging big data technologies, VGI and deep learning techniques for smart hazard management.","","978-1-6654-0973-5","10.1109/SMARTTECH54121.2022.00035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842436","Smart city resilience;Big spatiotemporal data;VGI;IoT;streaming processing","Smart cities;Roads;Urban planning;Hazards;Spatial databases;Spatiotemporal phenomena;Geospatial analysis;Climate change","","1","","24","IEEE","4 Aug 2022","9-11 May 2022","9-11 May 2022","IEEE","IEEE Conferences"
"Emotion-based social computing platform for streaming big-data: Architecture and application","L. Zhang; J. Zhao; K. Xu","State Key Lab of Software Development Environment, Beihang University, Beijing, China; School of Economics and Management, Beihang University, Beijing, China; State Key Lab of Software Development Environment, Beihang University, Beijing, China",2016 13th International Conference on Service Systems and Service Management (ICSSSM),"11 Aug 2016","2016","","","1","6","Exploration of user generated content in the epoch of Web 2.0 brings unprecedented challenge to the social computing, which has to provide real-time solution in the circumstance of massive data volumes and evolving application scenarios. This paper presents an emotion-based social computing platform namely ESC for streaming big-data. The main aim of ESC is to provide sentiment analysis as the foundation of social computing and enable both real-time computation on streaming big-data and batch computation on off-line big-data with high performance and low risk. Different from conventional data processing technologies, ESC is designed as a scalable and QoS-optimized adaptive platform for developers to only focus on business models instead of being distracted by details of the computing infrastructure. In addition, continuous streaming computing is emphasized in ESC to keep tracking on long term dynamic evolution in social media, which can provide a valuable proxy for in-depth social analytics. The architecture of ESC is implemented by distributed storage, sentiment analysis, data parallelism and routing, real-time streaming computation, batch computation and distributed machine learning. And the evaluation results from real-time and batch computations testify the high performance and scalability of ESC. Moreover, a few applications based on it further demonstrates its usability in enacting on different streaming big-data and variety of social computations.","2161-1904","978-1-5090-2842-9","10.1109/ICSSSM.2016.7538620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7538620","","Quality of service;Computer architecture;Logic gates;Reliability","","1","","14","IEEE","11 Aug 2016","24-26 June 2016","24-26 June 2016","IEEE","IEEE Conferences"
"Big Data Pipeline with ML-Based and Crowd Sourced Dynamically Created and Maintained Columnar Data Warehouse for Structured and Unstructured Big Data","K. Ghane","Anagira, Inc.",2020 3rd International Conference on Information and Computer Technologies (ICICT),"14 May 2020","2020","","","60","67","The existing big data platforms take data through distributed processing platforms and store them in a data lake. The architectures such as Lambda and Kappa address the real-time and batch processing of data. Such systems provide real time analytics on the raw data and delayed analytics on the curated data. The data denormalization, creation and maintenance of a columnar dimensional data warehouse is usually time consuming with no or limited support for unstructured data. The system introduced in this paper automatically creates and dynamically maintains its data warehouse as a part of its big data pipeline in addition to its data lake. It creates its data warehouse on structured, semi-structured and unstructured data. It uses Machine Learning to identify and create dimensions. It also establishes relations among data from different data sources and creates the corresponding dimensions. It dynamically optimizes the dimensions based on the crowd sourced data provided by end users and also based on query analysis.","","978-1-7281-7283-5","10.1109/ICICT50521.2020.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092124","Big Data;Data Lake;Data Warehouse;Data Pipeline;Machine Learning;Structured Data;Unstructured Data;Columnar Database","Data warehouses;Lakes;Real-time systems;Big Data;Distributed databases;Data mining","","8","","36","IEEE","14 May 2020","9-12 March 2020","9-12 March 2020","IEEE","IEEE Conferences"
"A Comprehensive Approach to Real-Time and Batch Processing for Energy-Efficient IoT Homes: Leveraging Lambda Architecture and Data Lakes","F. Serepas; I. Papias; N. Bellos; V. Marinakis","Holistic IKE, Athens, Greece; Decision Support Systems Laboratory, School of Electrical & Computer Engineering, National Technical University of Athens, Athens, Greece; Decision Support Systems Laboratory, School of Electrical & Computer Engineering, National Technical University of Athens, Athens, Greece; Decision Support Systems Laboratory, School of Electrical & Computer Engineering, National Technical University of Athens, Athens, Greece","2024 15th International Conference on Information, Intelligence, Systems & Applications (IISA)","18 Dec 2024","2024","","","1","6","The incorporation of IoT technology into energy-efficient home systems has resulted in a surge in data volume, prompting the need for sophisticated storage and processing solutions. This paper proposes a system that integrates the Lambda Architecture with data lakes to address real-time and batch processing needs in the context of energy-efficient homes. By leveraging technologies such as TimescaleDB for short-term storage and Apache Hudi for long-term storage, coupled with Kafka for data streaming, the system ensures efficient data management and analysis. Real-time insights are provided through GraphQL-powered visualizations, while batch processing facilitates advanced analytics and machine learning model training. The proposed system addresses the dual demands of end-users seeking real-time insights and data scientists requiring extensive datasets for analysis.","","979-8-3503-6883-3","10.1109/IISA62523.2024.10786715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10786715","Data Lake;Data Analytics;Smart Homes;IoT Devices;Big Data;MQTT;Apache Hudi;Apache Kafka;TimescaleDB;Time Series","Training;Analytical models;Batch production systems;Data visualization;Machine learning;Big Data applications;Real-time systems;Energy efficiency;Surges","","5","","27","IEEE","18 Dec 2024","17-19 July 2024","17-19 July 2024","IEEE","IEEE Conferences"
