"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Implication of Data Lake in Enterprises: A Deeper Analytics","J. Singh; G. Singh; B. S. Bhati","Computer Science and Engineering, Chandigarh University, Mohali, India; Computer Science and Engineering, Chandigarh University, Mohali, India; Computer Science and Engineering, Chandigarh University, Mohali, India",2022 8th International Conference on Advanced Computing and Communication Systems (ICACCS),"7 Jun 2022","2022","1","","530","534","Everyday enormous amounts of information are produced from computerized advancements and handling these gigantic complex data requires a decent knowledge on the most proficient method to deal with this data. With a purpose to make the most from this multiform data for determined benefits, the data lake emerge as idea for enhanced adaptability and strong data analytics. Data Lake terminology signify a storage space for storing heterogeneous data, both organized as well as unstructured, bringing about an adaptable association that permits data lake customers incorporate data dynamically which they request. Big Data innovation offer help to enterprises in business intelligence process yet there exists lack of empirical study on utilization of data lake technique in enterprises. This paper gives an exploratory review on data lake implication by portraying its concept, functional architecture, development stages involved and numerous research challenges and direction; which will improve the effective utilization of the data lake approach in enterprises.","2575-7288","978-1-6654-0816-5","10.1109/ICACCS54159.2022.9784986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9784986","Data Lake;Data Lake vs Data Warehouse;Data Lake Research Challenges;Data Lake in Enterprise;Stages for Building Data Lake;Need of Data Lake","Technological innovation;Terminology;Communication systems;Focusing;Computer architecture;Companies;Lakes","","15","","22","IEEE","7 Jun 2022","25-26 March 2022","25-26 March 2022","IEEE","IEEE Conferences"
"Data Lake: A Case of Study of a Big Data Analytics Architecture for Public Procurements","D. Sosa; J. Paciello","Polytechnic Faculty, National University of Asuncion, Asuncion, Paraguay; Polytechnic Faculty, National University of Asuncion, Asuncion, Paraguay",2021 Eighth International Conference on eDemocracy & eGovernment (ICEDEG),"13 Sep 2021","2021","","","194","198","Big Data technologies are facing problems of volume, velocity, variety and veracity of data, attending to the wide expansion of emerging technologies like IoT and IoE. Cyberocracy proposes a decision-making process of a Government based on the effective use of information. An important effort in this line, focusing on government public procurement, has been carried out by the Open Contracting Partnership (OCP), promoting the publication of more volumes of public procurement data in non-relational and machine processable formats every day. This work analyzes the underlying Big Data infrastructure for the analysis of public procurement data through a comparative case of study between a technology proposed by the OCP called KingFisher and emergent technologies based on Data Lakes.With an emphasis on storage requirements to support a high volume of payloads, also considering criteria of velocity and RAM use. Preliminary results show encouraging findings especially in terms of volume required by a Data Lake, even for different payload scenarios, up to 10 times less storage than the relational database-based model.","2573-1998","978-1-6654-2512-4","10.1109/ICEDEG52154.2021.9530976","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530976","Big Data;IoT;IoE;Data Lake;Cyberocracy;Public Procurements","Procurement;Solid modeling;Government;Decision making;Random access memory;Focusing;Big Data","","2","","17","IEEE","13 Sep 2021","28-30 July 2021","28-30 July 2021","IEEE","IEEE Conferences"
"Research on Big Data Architecture, Key Technologies and Its Measures","X. Li; F. Zhang; Y. Wang","Nanjing Artillery Academy of the P.L.A., Nanjing, China; Nanjing Artillery Academy of the P.L.A., Nanjing, China; Nanjing Artillery Academy of the P.L.A., Nanjing, China","2013 IEEE 11th International Conference on Dependable, Autonomic and Secure Computing","26 Jun 2014","2013","","","1","4","Big data require exceptional technologies to efficiently process large quantities of data within tolerable elapsed times, such as capture, curation, storage, search, sharing, transfer, analysis and visualization. Concept, features, construction importance, architecture, run mode, and its key technologies of big data are analyzed in this paper. Information sharing and data security under big data constructin are studied, at last, four measures for building big data are putforward, which can provide good decision-making for big data construction.","","978-1-4799-3381-5","10.1109/DASC.2013.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844328","Big data processing;data analysis;data security;data architecture;construction measures","Big data;Training;Cloud computing;Computer architecture;Data mining;Databases","","10","","6","IEEE","26 Jun 2014","21-22 Dec. 2013","21-22 Dec. 2013","IEEE","IEEE Conferences"
"A Step towards Big Data Architecture for Higher Education Analytics","S. Jha; M. Jha; L. O'Brien","Central Queensland University, Sydney, NSW, Australia; Central Queensland University, Sydney, NSW, Australia; Home Affairs, Canberra, ACT, Australia",2018 5th Asia-Pacific World Congress on Computer Science and Engineering (APWC on CSE),"3 Oct 2019","2018","","","178","183","Big Data analytics in the higher education sector is used relatively less than in other sectors but its use is growing gradually. Big Data analytics in this sector needs to be combined with business processes to improve institutional operations and support institutions in offering innovative services to students. The retention rate of students can be improved if an early alert system based on Big Data analysis is set up and intervention is appropriately deployed. In this paper we discuss the functional capabilities of Big Data analytics in Higher Education and a step towards Big Data architecture to implement data analytics to benefit the Higher Education institutions and their stakeholders. This paper reports an experimental study with 309 postgraduate students to explore how Big Data Architecture can be used for Higher Education analytics.","","978-1-7281-1390-6","10.1109/APWConCSE.2018.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8853675","Big Data Architecture;Big Data in Higher Education;Big Data Analytics;Student Retention;Early Intervention","Big Data;Decision making;Computer architecture;Learning management systems;Australia","","3","","34","IEEE","3 Oct 2019","10-12 Dec. 2018","10-12 Dec. 2018","IEEE","IEEE Conferences"
"The Significance of using Data Extraction Methods for an Effective Big Data Mining Process","M. Sharma; R. Gupta","dept. Computer Science Engoneering, Graphic Era deemed to be University, Dehradun, India; dept. Computer Science Engoneering, Graphic Era hill University, Dehradun, India",2023 2nd International Conference for Innovation in Technology (INOCON),"19 Apr 2023","2023","","","1","4","Data is identified as the fuel of modern society for its versatility of use and effectiveness of use. In addition, modern businesses are making a decline based on analysis of historical data and patterns of the data. Such dependency on data analysis makes the process of data analysis important for data mining. Therefore the overall study has shed light on the significance of the data mining process and extraction process of data in order to make a data-driven decision. Additionally, the problems related to the process of data extraction and data mining are mentioned in the study which helps to achieve an overall concept for the data extraction and data mining process. Additionally, the significance of the process is mentioned in the study. Additionally, there are tables constructed that represent problems of the data extraction process and mining and the significance of the stems of mining. The study concludes in a way that helps in the implication of data extraction methods for business.","","979-8-3503-2092-3","10.1109/INOCON57975.2023.10101236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101236","Big data mining;Data extraction methods;Data Mining process;Data warehouse;Data lake;Data analysis;Decision making;Artificial intelligence;Business intelligence;data-driven decision-making","Technological innovation;Data analysis;Decision making;Big Data;Data mining;Fuels;Business","","4","","20","IEEE","19 Apr 2023","3-5 March 2023","3-5 March 2023","IEEE","IEEE Conferences"
"Cloud Big Data Lake for Advanced Analytics in Semiconductor Manufacturing","S. Sun; J. Ye; H. Schwarthoff; J. Rosin; V. Vakkalagadda; J. Chang; S. R. Ubbara; A. Chinthakindi","Data Science, Micron Technology Inc., Manassas, VA, USA; Process Integration Micron Technology Inc., Manassas, VA, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Information Technology Micron Technology Inc., Manassas, VA, USA; Data Science, Micron Technology Inc., Manassas, VA, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Front-end Central Quality Micron Technology Inc., Manassas, VA, USA",2024 35th Annual SEMI Advanced Semiconductor Manufacturing Conference (ASMC),"6 Jun 2024","2024","","","1","5","Data driven business intelligence is changing how semiconductor manufacturing thrives in the long term. A cloud big data lake is designed and implemented based on state-of-the-art cloud architecture providing complete services for data ingestion, storage, processing, advanced analytics, and machine learning with a high level of security. Efficient and effective use of this big data lake and data science enables problem solving and decision making to improve productivity and performance.","2376-6697","979-8-3503-8455-0","10.1109/ASMC61125.2024.10545365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10545365","Cloud;Data Lake;Semiconductor Manufacturing;Big Data Analytics","Cloud computing;Soft sensors;Scalability;Machine learning;Lakes;Big Data;Semiconductor device manufacture","","","","5","IEEE","6 Jun 2024","13-16 May 2024","13-16 May 2024","IEEE","IEEE Conferences"
"Research on Marketing and Data Analysis System Based on Computer Big Data","X. Wu",Macau University of Science and Technology,"2022 4th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)","22 May 2023","2022","","","286","289","This paper establishes a set of enterprise marketing decision-making system based on computer big data calculation. According to the characteristics of marketing data collection and sorting, this paper proposes a mashup data architecture and a data application functional architecture. The author describes the overall functional structure of the system and the design and implementation of key processes such as the generation of marketing activities, the production of marketing activities, and the execution of marketing activities among the modules of the system. At the same time, it expounds the main functions and technical realization modes of the CRM shopping guide module, product unified management module, grid management module, marketing management module, production scheduling management module, and work division management module. This paper mines feature from the three dimensions of users, merchants, and the relationship between users and merchants in the marketing system. A total of 121 features are constructed from multiple perspectives under each dimension. In this paper, the improved Relief algorithm is used to select features with stronger discriminative ability for minority class samples and build a single model to predict the repeated purchase behavior of users. The experimental results show that after using the improved Relief algorithm to select features, the predicted effect of the model is better.","","979-8-3503-3394-7","10.1109/MLBDBI58171.2022.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10125444","computer;big data;marketing;user repeat purchase behavior;marketing analysis system","Computational modeling;Mashups;Decision making;Production;Computer architecture;Predictive models;Prediction algorithms","","","","8","IEEE","22 May 2023","28-30 Oct. 2022","28-30 Oct. 2022","IEEE","IEEE Conferences"
"An Effective and Scalable Data Modeling for Enterprise Big Data Platform","J. Patel","Data Engineer for Rockstar Games, Carlsbad, CA, USA",2019 IEEE International Conference on Big Data (Big Data),"24 Feb 2020","2019","","","2691","2697","The enormous growth of the internet, enterprise applications, social media, and IoT devices in the current time caused a huge spike in enterprise data growth. Big data platform provided scalable storage to manage enterprise data growth and served easier data access to decision-makers, stakeholders and business users. It is a well-known challenge to classify, organize and store all this data and process it to provide business insights. Due to nature, variety, velocity, volume and value of data make it difficult to effectively process big data. Enterprises face challenges to apply complex business rules, to generate insights and to support data-driven decisions in a timely fashion. As big data lake integrates streams of data from a bunch of business units, stakeholders usually analyze enterprise-wide data from various data models. Data models are a vital component of Big data platform. Users may do complex processing, run queries and perform big table joins to generate required metrics depending on the available data models. It is usually a time consuming and resource-intensive process to find the value from data. It is a no-brainer that big data platform in the enterprise needs high-quality data modeling methods to reach an optimal mix of cost, performance, and quality. This paper addresses these challenges by proposing an effective and scalable way to organize and store data in Big Data Lake. It presents some of the basic principles and methodology to build scalable data models in a distributed environment. It also describes how it overcomes common challenges and presents findings.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9005614","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005614","Big Data;Big Data Lake;Scalable Data Modeling;Hadoop;Spark;Business Intelligence;Big Data Analytics","Data models;Big Data;Business;Analytical models;Computational modeling;Lakes;Solid modeling","","25","","23","IEEE","24 Feb 2020","9-12 Dec. 2019","9-12 Dec. 2019","IEEE","IEEE Conferences"
"Analysis Technology of Data Mining Technology and Cloud Computing","L. Chong; W. Lei","(Department of Information Engineering, Cangzhou Technical College, Cangzhou, Hebei, China; (Department of Information Engineering, Cangzhou Technical College, Cangzhou, Hebei, China","2015 International Conference on Intelligent Transportation, Big Data and Smart City","21 Jan 2016","2015","","","121","124","At present, the technology of data mining and analysis of practical stronger and stronger, the connotation of analyzing large data mining technology, characteristics, and according to the characteristics of classification is a series of challenging projects. Hardtop cloud computing can be used in large data mining platform system architecture is analyzed, the paper will be of HDFS and graphs processing technology is introduced in detail.","","978-1-5090-0464-5","10.1109/ICITBS.2015.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7383982","Big data;Mining technology;Cloud computing","Transportation;Big data;Smart cities","","2","","6","IEEE","21 Jan 2016","19-20 Dec. 2015","19-20 Dec. 2015","IEEE","IEEE Conferences"
"A big data architecture for learning analytics in higher education","F. Matsebula; E. Mnkandla","School of Natural and Applied Sciences, Sol Plaatje University, Kimberley, South Africa; School of Computing, University of South Africa, Pretoria, South Africa",2017 IEEE AFRICON,"7 Nov 2017","2017","","","951","956","Data with high volume, velocity, variety and veracity brings the new experience curve of analytics. Big data in higher education comes from different sources that include blogs, social networks, student information systems, learning management systems, research, and other machine-generated data. Once the data is analysed it promises better student placement processes; more accurate enrolment forecasts, and early warning systems that identify and assist students at-risk of failing or dropping out. Big data is becoming a key to creating competitive advantages in higher education. Like with any organization, traditional data processing and analysis of structured and unstructured data using RDBMS and data warehousing no longer satisfy big data challenges. The lack of adequate conceptual architectures for big data tailored for institutions of higher education has led to many failures to produce meaningful, accessible, and timely information for decision making. Therefore, this calls for the development of conceptual architectures for big data in higher education. This paper presents an architecture for big data analytics in higher education.","2153-0033","978-1-5386-2775-4","10.1109/AFRCON.2017.8095610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8095610","learning analytics;big data;educational data mining","Education;Data mining;Big Data;Computer architecture;Decision making;Data visualization;Data analysis","","27","","20","IEEE","7 Nov 2017","18-20 Sept. 2017","18-20 Sept. 2017","IEEE","IEEE Conferences"
