"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Intensional XML-enabled web-based real-time decision support system","A. Alrefae; J. Cao","Department of Computer Science and Information Technology, La Trobe University, Melbourne, VIC, Australia; Department of Computer Science and Information Technology, La Trobe University, Melbourne, VIC, Australia",2017 International Conference on Computing Networking and Informatics (ICCNI),"30 Nov 2017","2017","","","1","10","Enterprise data warehouse (EDW) with its ETL toolkit is not an adequate approach for today's business environment that is in a constant state of flux. Organizations will, in fact, improve their tactical and operational decisions by utilizing systems that can alert the organization to any critical situation in any of the business sectors and consolidate the corresponding real-time data on the spot. In this paper, we define a service-oriented architecture (SOA) for an event driven Web-based real-time decision support system (WB-RT-DSS) engine that can be available on the cloud for stakeholders to access and request a decision making support on demand. We extend the implementation of intensional XML (Active XML) framework to propose a metadata directory to dynamically extract real-time data from various internal and external data sources. The WB-RT-DSS governs data collection and exchange based on the concept of service-orientated data gathering via Web services as the Active XML-based metadata directory provides connection to the external data as a service (DaaS) and to the external models as software as a service (SaaS). For illustration, the issue of overcrowding in emergency departments is addressed from a technical perspective.","","978-1-5090-4642-3","10.1109/ICCNI.2017.8123819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8123819","Real-time decision support system (RT-DSS);Active XML-based metadata;data as a service (DaaS);software as a service (SaaS);Distributed Systems","Real-time systems;XML;Decision support systems;Decision making;Data integration;Data warehouses;Web services","","4","","24","IEEE","30 Nov 2017","29-31 Oct. 2017","29-31 Oct. 2017","IEEE","IEEE Conferences"
"Web-based real-time decision support system active XML-based metadata","A. Alrefae; Jinli Cao","Department of Computer Science and Computer Engineering, La Trobe University, Melbourne, VIC, Australia; Department of Computer Science and Computer Engineering, La Trobe University, Melbourne, VIC, Australia",2014 Global Summit on Computer & Information Technology (GSCIT),"4 Dec 2014","2014","","","1","4","The nature of operational data that is frequently updated, and the interest to reflect business environment alterations in the business analysis process to make operational decisions, need more than the typical data warehousing methodology for data integration. In this paper, therefore, we propose a new methodology to dynamically extract real-time data from various internal and external data sources passively, i.e. after receiving the decision making query. We propose a methodology to store and exchange intensional data (in AXML format) to activate and automate the integration of real-time data and updates. AXML database will be proposed as a structural metadata to integrate data from external data sources and manipulate external models for accurate decision making. Our approach should be seen as a complementary, not a replacement, for the data warehousing approach.","","978-1-4799-5627-2","10.1109/GSCIT.2014.6970096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6970096","Decision support system components;Web-based decision making;Real-time data integration;Active XML","Decision support systems;Organizations;Databases;Data models;XML","","1","","11","IEEE","4 Dec 2014","14-16 June 2014","14-16 June 2014","IEEE","IEEE Conferences"
"Real Time Data Fusion and Intelligent Decision-Making Algorithm for Low-Voltage Distribution Network Based on Cloud Edge Collaboration","Y. Zhang; R. Deng; S. Yu","Guangzhou Power Supply Bureau, Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangzhou Power Supply Bureau, Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China; Guangzhou Power Supply Bureau, Guangdong Power Grid Co., Ltd., Guangzhou, Guangdong, China",2024 International Conference on Telecommunications and Power Electronics (TELEPE),"18 Oct 2024","2024","","","885","890","As the distribution network scale expands and intelligence levels improve, network edge devices are generating an ever-increasing amount of data and computing, causing significant stress on data storage, cloud computing, and transmission bandwidth. Traditional cloud computing models struggle with real-time data analysis, processing, and response due to transmission delays and resource constraints, leading to non-real-time information flow handling that undermines the stability of energy flow and control reliability. Addressing these challenges, this article introduces a real-time data fusion and intelligent decision-making algorithm tailored for low-voltage distribution networks, leveraging cloud-edge collaboration. By harnessing the strengths of both cloud and edge computing, this algorithm ensures real-time data capture, processing, analysis, and decision-making. Experimental results demonstrate that our proposed algorithm not only resolves the real-time limitations of traditional cloud computing models but also enhances the intelligence and operational efficiency of distribution networks, thus bolstering the stable operation and sustainable growth of power systems.","","979-8-3503-6921-2","10.1109/TELEPE64216.2024.00165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10714157","Cloud edge collaboration;Low voltage distribution network;Real time data fusion;Intelligent decision-making","Cloud computing;Low voltage;Heuristic algorithms;Computational modeling;Decision making;Data integration;Collaboration;Distribution networks;Power system stability;Real-time systems","","","","13","IEEE","18 Oct 2024","29-31 May 2024","29-31 May 2024","IEEE","IEEE Conferences"
"Multimodal Data Fusion and Reinforcement Learning-Driven Intelligent Nursing Decision Support System","J. Huang; B. Tian","Shanghai University of Traditional Chinese Medicine, Shanghai, China; Shanghai University of Traditional Chinese Medicine, Shanghai, China",2025 International Conference on Information Management and Computing Technology (ICIMCT),"8 Oct 2025","2025","","","153","156","In response to the problems of traditional nursing decision-making relying on manual experience and insufficient dynamic adaptability, this study proposes an intelligent nursing decision support system (AI CareDSS) that integrates multimodal data perception and reinforcement learning. The system adopts an improved spatiotemporal graph convolutional network (STGCN) to model the dynamic correlation between patient physiological parameters and nursing operations, and designs a decision optimization model based on dual delay depth deterministic policy gradient (TD3). By introducing dynamic priority experience replay mechanism (DPER) and multi-objective constraint conditions, personalized recommendation and risk control of nursing operations can be achieved. The experiment showed that on a simulated dataset containing 12 clinical scenarios, the clinical conformity rate of the system's recommended decisions reached 96.3%, with a response time of less than 0.8 seconds, significantly better than traditional expert systems (p<0.01). This research provides innovative solutions for real-time nursing decision-making in the context of smart healthcare.","","979-8-3315-8501-3","10.1109/ICIMCT.2025.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11185671","Nursing decision support;multimodal data fusion;reinforcement learning;spatiotemporal graph convolutional network;dynamic priority experience replay","Decision support systems;Graph convolutional networks;Optimization models;Data integration;Medical services;Reinforcement learning;Real-time systems;Physiology;Spatiotemporal phenomena;Time factors","","","","11","IEEE","8 Oct 2025","9-11 May 2025","9-11 May 2025","IEEE","IEEE Conferences"
"An IoT-Based Decision Support System for Real-Time Vehicle Maintenance Scheduling in the Fourth Industrial Revolution","D. Siswanto; A. Farid; G. Priyandoko; N. A. Wahyudi","Dept. of Electrical Engineering, Universitas Widyagama Malang, Malang, Indonesia; Dept. of Mechanical Eng., Universitas Widyagama Malang, Malang, Indonesia; Dept. of Electrical Engineering, Universitas Widyagama Malang, Malang, Indonesia; Dept. of Electrical Engineering, Universitas Widyagama Malang, Malang, Indonesia",2024 Beyond Technology Summit on Informatics International Conference (BTS-I2C),"1 Apr 2025","2024","","","687","692","The Fourth Industrial Revolution (4IR) has transformed manufacturing and maintenance through advanced technologies, including the Internet of Things (IoT), cloud computing, and Decision Support Systems (DSS). In vehicle maintenance, IoT enables real-time data collection from Electronic Control Units to facilitate predictive and periodic maintenance, enhancing reliability and efficiency. This study develops an IoT-based DSS for periodic vehicle maintenance, focusing on data from vehicle sensors to optimize maintenance intervals based on mileage and component conditions. The system was designed using a web server and database infrastructure, integrated with Application Programming Interfaces to enable real-time communication between the vehicle's sensors and a web dashboard. The dashboard displays component statuses and provides maintenance recommendations. Testing involved function and performance evaluations on data communication between an OBD-II scanner, IoT gateway, and web dashboard. The system reads real-time vehicle data effectively, provides maintenance recommendations based on pre-set DSS rules, and updates component status on the web interface. Tests confirmed synchronization between sensor readings and displayed data, with a response delay under 500 ms, meeting real-time system criteria. The IoT-based DSS for vehicle maintenance proved effective in automating maintenance scheduling, providing users with timely and accurate recommendations. This system promotes efficient and proactive vehicle maintenance, aligning with 4IR goals by enhancing operational reliability through real-time data integration and automated decision support.","","979-8-3315-0857-9","10.1109/BTS-I2C63534.2024.10942271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10942271","Internet of Things;Periodic Maintenance;Decision Support System (DSS);Automated Maintenance Scheduling;Real-Time Data Integration","Decision support systems;Job shop scheduling;Databases;Data integration;Real-time systems;Sensor systems;Maintenance;Fourth Industrial Revolution;Delays;Internet of Things","","","","21","IEEE","1 Apr 2025","19-19 Dec. 2024","19-19 Dec. 2024","IEEE","IEEE Conferences"
"A Coupling System Design Based on the Internet of Things and Intelligent Decision Support System in Industrial Enterprises","H. Wan; L. Liao","Management dept., Wuhan University of Technology, Wuhan, China; Management dept., Wuhan University of Technology, Wuhan, China",2016 3rd International Conference on Information Science and Control Engineering (ICISCE),"3 Nov 2016","2016","","","753","757","Extensive economic development and traditional industrial production processes had caused great waste on human resources and natural energy. In the view of this situation, the paper establishes a coupling information system based on the internet of things and decision support system, expanding the research on the overall framework and design level of the integration system. First, from the macro level, the coupling system is built with the perception layer and decision-making layer as a whole, secondly, starting with complex network theory, the paper makes use of small-world network model to optimize perception layer topology network, finally, as the manufacturing is the core part of perception layer of the industrial enterprises, the technical framework of the active perception of critical events in IOMT based manufacturing process is established, which contributes to providing dynamic monitoring and decision-making to optimize the production process with a new model of support real-time information. Hence, the visual decision knowledge as well as realization of real-time intelligent management can be obtained by the coupling system.","","978-1-5090-2535-0","10.1109/ICISCE.2016.166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7726263","internet of things;decision support system;small-world networks;IOMT","Production;Manufacturing;Internet of Things;Decision support systems;Active perception;Couplings;Real-time systems;Manufacturing processes;Industries;Sensors","","4","","10","IEEE","3 Nov 2016","8-10 July 2016","8-10 July 2016","IEEE","IEEE Conferences"
"An Adaptive Multi-Agent LLM-Based Clinical Decision Support System Integrating Biomedical RAG and Web Intelligence","Ç. U. Öğdü; K. Arslanoğlu; M. Karaköse","Department of Computer Engineering, Fırat University, Elâzığ, Türkiye; Department of Computer Engineering, Fırat University, Elâzığ, Türkiye; Department of Computer Engineering, Fırat University, Elâzığ, Türkiye",IEEE Access,"30 Sep 2025","2025","13","","167390","167404","Increasing data complexity in clinical decision-making processes hinders physicians’ ability to make rapid and accurate decisions. This study proposes an innovative solution to this problem by designing a multi-layered, adaptive Clinical Decision Support System (CDSS) comprising interacting large language model (LLM) agents. The proposed system performs semantic-level information retrieval using a BioBERT-based vector database, enhances information retrieval by accessing up-to-date medical resources via the web, and restructures outputs by activating an adaptive optimization loop in low-confidence situations. Through the structuring of clinical texts, cross-validation of symptom analyses with literature and internet sources, and collaborative data fusion among agents, the system integrates multi-source data and produces consistent decisions. In experiments conducted on the MedQA, PubMedQA, and MedBullets datasets, the system achieved accuracies of 94%, 88%, and 84%, respectively, representing substantial improvements over state-of-the-art methods and demonstrating the significance of the proposed architecture for clinical decision-making reliability. This framework is not merely an information retrieval engine; it is a clinical intelligence partner designed to learn, actively contribute to the decision process, and focus on reliability. In contrast to current CDSS protocols, which frequently depend on static modules or single-agent models, our architecture tackles some of the shortcomings in timeliness, multi-source evidence fusion, and confidence calibration. This originality enables the system to be a next-generation clinical intelligence partner by enabling an unprecedented level of transparency, customizability, and adaptability in real-world decision-making processes.","2169-3536","","10.1109/ACCESS.2025.3613340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11176078","Clinical decision support system;large language models;multi-agent system","Accuracy;Reliability;Real-time systems;Medical diagnostic imaging;Large language models;Data integration;Protocols;Heuristic algorithms;Decision support systems;Databases","","2","","35","CCBY","23 Sep 2025","2025","","IEEE","IEEE Journals"
"Real-Time Patient Data Integration with Machine Learning Using Red Hat OpenShift","K. Sabapathi; T. A. Sundaravadivel; A. Junaid Mohammed; T. K; S. Murugan; P. S","Managing Enterprise Architect | Enterprise Architecture | CIO Advisory | Cloud | SAFe Agilist Capgemini, Overland Park, Kansas, United States; Department of Electrical and Electronics Engineering, R.M.D. Engineering College, Chennai, Tamil Nadu, India; School of Computer and Information Science, University of the Cumberlands, Williamsburg, KY, USA; Department of Computer Science and Engineering, Annapoorana Engineering College (Autonomous), Salem, Tamil Nadu, India; Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, Tamil Nadu, India; Department of Management Studies, St. Joseph's College of Engineering, Chennai, Tamil Nadu, India",2025 11th International Conference on Communication and Signal Processing (ICCSP),"29 Jul 2025","2025","","","1766","1771","The real-time integration of patient data is crucial for augmenting clinical decision-making, better patient outcomes, and facilitating personalized healthcare treatments. Conventional healthcare IT infrastructures often have difficulties in handling distant data sources, assuring low-latency analytics, and facilitating scaled machine learning implementation. This study presents a real-time patient data integration platform that uses Red Hat OpenShift and incorporates machine learning capabilities. Machine learning frameworks like TensorFlow, Apache Spark MLlib, and OpenDataHub’s AI services are used in OpenShift clusters to provide scalable model training, streaming data intake, predictive analytics, and expedited inferencing. The technique emphasizes containerized microservices for real-time processing of Electronic Health Records (EHR), anomaly detection, and risk stratification. The framework leverages Kubernetes-native machine learning algorithms to guarantee high availability, optimize resources dynamically, and provide seamless orchestration of healthcare data. This method enables ongoing patient surveillance, expedites clinical research, and enhances data-informed decision-making in contemporary healthcare settings.","2836-1873","978-1-6654-5736-1","10.1109/ICCSP64183.2025.11088416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11088416","Real-time data integration;Machine learning;Red Hat OpenShift;TensorFlow;Apache Spark MLlib;OpenDataHub’s AI","Adaptation models;Surveillance;Decision making;Data integration;Medical services;Machine learning;Cluster computing;Real-time systems;Data models;Low latency communication","","4","","20","IEEE","29 Jul 2025","5-7 June 2025","5-7 June 2025","IEEE","IEEE Conferences"
"Empowering Partnerships in Business: a System for Real-Time Data Integration and Collective Analysis","V. Zosimov; A. Kudriavtsev; O. Bulgakova","Department of Applied information systems, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Computer Science, PetroMohyla Black Sea National University, Mykolaiv, Ukraine; Department of Applied information systems, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine",2023 IEEE 18th International Conference on Computer Science and Information Technologies (CSIT),"27 Nov 2023","2023","","","1","4","In the dynamic and interconnected business landscape, the need for real-time access to consolidated data is paramount. This study aims to develop a software system that facilitates data integration and collaborative analysis among partners within a business ecosystem. The system not only enables instant data sharing but also empowers partners to collectively address crucial business process issues. Noteworthy is its feature of considering individual ownership shares, enhancing transparency, and fostering collaboration. By providing partners with relevant insights, the system ensures informed decision-making. The proposed software system stands as a progressive solution to the evolving demands of modern business, offering an agile and comprehensive approach to achieving shared success.","2766-3639","979-8-3503-6046-2","10.1109/CSIT61576.2023.10324191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10324191","collaborative analysis;real-time data integration;business ecosystem;decision-making system;e-business;engineering management","Ecosystems;Decision making;Collaboration;Data integration;Computer architecture;User interfaces;Software systems","","1","","11","IEEE","27 Nov 2023","19-21 Oct. 2023","19-21 Oct. 2023","IEEE","IEEE Conferences"
"Multi-Source Heterogeneous Data Fusion Methods for Intelligent Decision-Making Systems in Construction Engineering","Q. Xu; T. Yin; C. Pan; J. Tian","State Grid Jilin Electric Power Engineering Group Co., Ltd., Changchun, China; State Grid Jilin Electric Power Engineering Group Co., Ltd., Changchun, China; State Grid Jilin Electric Power Engineering Group Co., Ltd., Changchun, China; State Grid Jilin Electric Power Engineering Group Co., Ltd., Changchun, China",2025 2nd International Symposium on AI and Cybersecurity (ISAICS),"28 Jan 2026","2025","","","1","5","Intelligent decision-making systems in construction enterprises face challenges in fusion of multi-source heterogeneous data. In particular, the fragmented nature of data sources, significant structural differences, and inconsistent frequency and precision lead to low decision support reliability, poor real-time performance, and weak interpretability. This paper preprocesses multi-source data using ontology semantic mapping and unified spatiotemporal alignment techniques to eliminate semantic and syntactic inconsistencies. Furthermore, an adaptive hybrid fusion model is employed to process both uncertain qualitative data and high-frequency time series data. Finally, an attention mechanism dynamically integrates multi-source features to improve decision accuracy and interpretability. This method achieved data utilization rates of 89.5% to 95.3% across multiple construction scenarios, improving decision accuracy by an average of approximately 18.68%, reducing system response latency, and significantly enhancing interpretability scores, providing reliable technical support for intelligent decision-making in construction companies.","","979-8-3315-5490-3","10.1109/ISAICS66888.2025.11350089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11350089","Heterogeneous Data Fusion;Construction Company;Intelligent Decision-Making System;Attention Mechanism","Attention mechanisms;Soft sensors;Decision making;Semantics;Data integration;Companies;Real-time systems;Data models;Spatiotemporal phenomena;Reliability","","","","15","IEEE","28 Jan 2026","24-26 Oct. 2025","24-26 Oct. 2025","IEEE","IEEE Conferences"
